ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
13860,"Elizabeth Anne ""Beth"" Botsford",F,15.0,165.0,49.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Backstroke,Gold
81337,Gal Sbastien Monfils,M,21.0,193.0,80.0,France-1,FRA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,No Medal
78014,Harold Michel Jules Mechelynck,M,28.0,,,Belgium,BEL,1952 Summer,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,No Medal
104200,Stephen Christopher Saenz Villareal,M,21.0,183.0,116.0,Mexico,MEX,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Shot Put,No Medal
129924,Andrew Wheating,M,24.0,196.0,82.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",No Medal
11996,Jasper Roy Blackall,M,36.0,,,Chuckles,GBR,1956 Summer,1956,Summer,Melbourne,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
66363,"Frederick Claude Vivian ""Fred"" Lane",M,20.0,,,Australia,AUS,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Obstacle Course,Gold
26028,Milton Costa de Castro,M,26.0,176.0,67.0,Brazil,BRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,No Medal
33703,Arsen Suleymanovich Fadzayev,M,33.0,168.0,68.0,Uzbekistan,UZB,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Lightweight, Freestyle",No Medal
88068,Alexander Dale Oen,M,23.0,190.0,80.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Breaststroke,No Medal
33341,Tams Eszes,M,24.0,177.0,80.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed One Person Dinghy,No Medal
78865,Gertrude Helen Meredith,F,39.0,,,United States-2,USA,1932 Winter,1932,Winter,Lake Placid,Figure Skating,Figure Skating Mixed Pairs,No Medal
40517,Jorge Hugo Giraldo Lpez,M,28.0,163.0,60.0,Colombia,COL,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Parallel Bars,No Medal
124100,Lenka Valov,F,21.0,165.0,65.0,Czech Republic,CZE,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",No Medal
128734,Lisa Michala Ward-Meehan,F,29.0,173.0,63.0,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's Two Person Dinghy,No Medal
113755,Mhairi Spence,F,26.0,171.0,71.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Modern Pentathlon,Modern Pentathlon Women's Individual,No Medal
117940,Tadayuki Takahashi,M,27.0,164.0,61.0,Japan,JPN,1984 Winter,1984,Winter,Sarajevo,Figure Skating,Figure Skating Mixed Ice Dancing,No Medal
133777,Ilya Leonidovich Zakharov,M,21.0,177.0,70.0,Russia,RUS,2012 Summer,2012,Summer,London,Diving,Diving Men's Synchronized Platform,No Medal
67268,Andrey Ivanovich Lavrov,M,30.0,197.0,94.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Handball,Handball Men's Handball,Gold
129842,"Marie Helene ""Marie-Helene"" Westin-stlund",F,21.0,168.0,55.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,No Medal
114660,Matteo Stefanini,M,32.0,190.0,91.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,No Medal
106936,Carsten Schlangen,M,31.0,189.0,68.0,Germany,GER,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",No Medal
114335,Wodzimierz Stanisawski,M,24.0,179.0,75.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,No Medal
117584,Sndor Szomori (Strosz),M,25.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Handball,Handball Men's Handball,No Medal
12619,"Robert ""Bob"" Bodley",M,41.0,,,South Africa,RSA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Small-Bore Rifle, Standing, 50 metres",No Medal
60876,Daniel Kistler,M,30.0,185.0,88.0,Switzerland,SUI,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Middleweight,No Medal
82902,Lutalo Massop-Muhammad,M,25.0,191.0,80.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Welterweight,Silver
63233,Boyan Stoychev Kotsev,M,30.0,174.0,72.0,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Road Race, Individual",No Medal
94457,Alfred Henry Phillips,M,19.0,,,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Diving,Diving Men's Springboard,No Medal
37698,Akiko Furu,F,27.0,158.0,49.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Trampolining,Trampolining Women's Individual,No Medal
133331,Yu Jeong-Jae,M,21.0,,,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Team",No Medal
67899,Lee Gyeong-Nam,F,17.0,163.0,51.0,South Korea,KOR,1998 Winter,1998,Winter,Nagano,Speed Skating,"Speed Skating Women's 1,500 metres",No Medal
106724,"Adrie ""Ard"" Schenk",M,27.0,190.0,90.0,Netherlands,NED,1972 Winter,1972,Winter,Sapporo,Speed Skating,"Speed Skating Men's 10,000 metres",Gold
17248,Carol Therese Cady,F,22.0,169.0,79.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Shot Put,No Medal
56421,Jaroslav Just,M,37.0,,,Czechoslovakia,TCH,1920 Summer,1920,Summer,Antwerpen,Tennis,Tennis Men's Singles,No Medal
28947,Sloan Doak,M,34.0,,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Dressage, Individual",No Medal
110171,Danile Sicot-Coulon,F,21.0,160.0,58.0,France,FRA,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Floor Exercise,No Medal
24578,Sylwia Magdalena Czwojdziska-Gawlikowska,F,25.0,176.0,61.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Modern Pentathlon,Modern Pentathlon Women's Individual,No Medal
104506,Koki Sakamoto,M,21.0,163.0,56.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Rings,No Medal
118764,Martin Tauber,M,29.0,175.0,65.0,Austria,AUT,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,No Medal
18063,Tranquilo Capozzo Zironda,M,34.0,,,Argentina,ARG,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Double Sculls,Gold
50929,"Johannes Hendrikus ""Jan"" Huijgen",M,19.0,,,Netherlands,NED,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 10 mile Walk,No Medal
15773,Pierre Andr Brunet,M,24.0,168.0,,France,FRA,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Bronze
68823,Viktor Anatolyevich Leontyev,M,24.0,168.0,63.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,No Medal
35292,Mariya Yevgenyevna Filatova (-Kurbatova),F,19.0,136.0,30.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Individual All-Around,No Medal
37528,Reiko Fujita,F,20.0,160.0,59.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Team,No Medal
68669,Tatiana Martine Lemos de Lima Barbosa,F,29.0,168.0,63.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,No Medal
9002,Jos Alfredo Bea Garca,M,30.0,170.0,72.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No Medal
78457,Luis Felipe Mliz Linares,M,32.0,176.0,75.0,Spain,ESP,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Long Jump,No Medal
128740,Elizabeth Warden,F,26.0,170.0,57.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Individual Medley,No Medal
25595,Emanuel Davidson,M,25.0,,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Diving,Diving Men's Platform,No Medal
127912,Rmulo Wagner da Silva,M,27.0,180.0,64.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Marathon,No Medal
40754,"Alexander Gleichmann von Oven, Jr.",M,21.0,,,"Germania Ruder Club, Hamburg",GER,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Eights,No Medal
121210,Gyula Trk,M,22.0,161.0,54.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Flyweight,Gold
124375,"Christiaan Johannes ""Chris"" van der Hoef",M,52.0,,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",Silver
24005,Tara Joy Croxford,F,24.0,157.0,65.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,No Medal
18257,Gustaf Vilhelm Carlberg,M,28.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, 50 and 100 yards, Team",Silver
119122,Georgia-Anastasia Tembou,F,16.0,142.0,37.0,Greece,GRE,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Uneven Bars,No Medal
5303,Miguel Arrobas Horta Costa,M,18.0,176.0,67.0,Portugal,POR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Backstroke,No Medal
17743,Robin Theresa Campbell (-Bennett),F,25.0,175.0,58.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 800 metres,No Medal
6683,Franck William Badiou,M,21.0,174.0,68.0,France,FRA,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Air Rifle, 10 metres",No Medal
71859,Georgi Borislavov Lozanov,M,18.0,165.0,55.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Parallel Bars,No Medal
105242,Roco Mara Snchez Moccia,F,23.0,157.0,54.0,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
5187,"Javier ""Xavi"" Arnau Creus",M,23.0,176.0,76.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Silver
101932,Roger Galera Flores,M,22.0,171.0,69.0,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,No Medal
15220,Elisa Brocard,F,29.0,162.0,51.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,No Medal
96109,Dnu Pop,M,23.0,,,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Half-Lightweight,No Medal
116621,Michela Suppo,F,24.0,163.0,64.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No Medal
41545,Jorge Gonzlez,M,19.0,182.0,75.0,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No Medal
43852,Carissa Anne Gump (Gordon-),F,24.0,155.0,63.0,United States,USA,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Middleweight,No Medal
16936,"Lanee ""Carrie"" Butler-Beashel",F,34.0,164.0,56.0,United States,USA,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's Windsurfer,No Medal
25405,Sbastien Darrigade,M,20.0,176.0,68.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Horse Vault,No Medal
93210,"Reynold ""Renny"" Pereira",M,20.0,177.0,61.0,Kenya,KEN,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,No Medal
60179,Kim Nam-Sun,F,20.0,170.0,65.0,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Team,Gold
101717,Arnaldo Rodrguez Silva,M,27.0,,,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Pairs,No Medal
26738,Gaetano De Vescovi,M,22.0,173.0,73.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Welterweight, Freestyle",No Medal
115003,Ute Steppin (Oldenburg-),F,31.0,190.0,72.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Women's Volleyball,No Medal
65320,Mika Juhani Kuusisto,M,24.0,186.0,76.0,Finland,FIN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
121355,Giovanni Tosi,M,,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 400 metres,No Medal
122755,Wendy May Turnbull,F,35.0,163.0,55.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Singles,No Medal
109139,Khalil Mohamed Shahin,M,22.0,,,Egypt,EGY,1964 Summer,1964,Summer,Tokyo,Football,Football Men's Football,No Medal
46891,Inosuke Hazama,M,40.0,,,Japan,JPN,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No Medal
30204,Yul Mark Du Pont,M,17.0,171.0,76.0,Swaziland,SWZ,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Freestyle,No Medal
59890,Kim Gwang-Chol,M,22.0,,,North Korea,PRK,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Featherweight, Freestyle",No Medal
1922,Shinoona Salah Al-Habsi,F,19.0,162.0,60.0,Oman,OMA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 100 metres,No Medal
63419,Zsfia Kovcs,F,16.0,157.0,48.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,No Medal
95721,Hans Pointner,M,27.0,,,Austria,AUT,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",No Medal
109127,Shah Hussain Shah,M,23.0,190.0,100.0,Pakistan,PAK,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight,No Medal
112209,"Caroline ""Carol"" Smith (-Macias)",F,17.0,,,United States,USA,1924 Summer,1924,Summer,Paris,Diving,Diving Women's Plain High,Gold
91298,Peter Pappenheim,M,25.0,,,Netherlands,NED,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Men's Slalom,No Medal
134836,Zhu Dianfa,M,19.0,176.0,58.0,China,CHN,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,No Medal
33091,Nicuor Eanu,M,21.0,185.0,84.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No Medal
105207,Luis Snchez de Miguel,M,19.0,165.0,70.0,Spain,ESP,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Men's Giant Slalom,No Medal
92118,"James Peter ""Pete"" Patterson",M,19.0,165.0,68.0,United States,USA,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Downhill,No Medal
87829,Lyuben Obretenov,M,18.0,,,Bulgaria,BUL,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,No Medal
77312,Pl Rune McCarthy,M,26.0,172.0,69.0,Norway,NOR,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Men's Two Person Dinghy,No Medal
47720,Nelson Henriques,M,25.0,168.0,67.0,Angola,ANG,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No Medal
28474,Jacques Dietrichstein,M,,,,Austria,AUT,1928 Winter,1928,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,No Medal
132004,Xiao Aihua,F,29.0,181.0,70.0,China,CHN,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's Foil, Team",No Medal
55457,Shawn Machel Johnson (-East),F,16.0,145.0,41.0,United States,USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,Silver
455,Denis Mikhaylovich Ablyazin,M,19.0,161.0,62.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,Silver
48488,"John ""Jack"" Higginson",M,32.0,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Triple Jump,No Medal
133788,Nadezhda Dmitriyevna Zakharova,F,31.0,180.0,81.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Women's Basketball,Gold
60482,Harriet King,F,36.0,165.0,56.0,United States,USA,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Women's Foil, Individual",No Medal
119827,Nathan Thomas,M,28.0,193.0,98.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,No Medal
58791,Aleksandar Kerov,M,19.0,177.0,74.0,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No Medal
77498,Shawn K. McEachern,M,22.0,183.0,86.0,United States,USA,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,No Medal
123110,Gen Ueda,M,27.0,168.0,58.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",No Medal
62283,Dvid Kolozr,M,23.0,181.0,73.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Butterfly,No Medal
80640,Aviram Mizrahi,M,22.0,182.0,80.0,Israel,ISR,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No Medal
40769,Roberto Gleria,M,23.0,193.0,87.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Freestyle,No Medal
38848,Mateo Garralda Larumbe,M,34.0,196.0,102.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,No Medal
63279,"Konstantinos ""Kostas"" Koukodimos",M,22.0,186.0,80.0,Greece,GRE,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,No Medal
133585,Andrzej Tomasz Zabawa,M,24.0,173.0,66.0,Poland,POL,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,No Medal
121499,Hussain Tousi,M,,,,Iran,IRI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Middleweight,No Medal
44099,Karl Johan Gustafsson,M,31.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Football,Football Men's Football,No Medal
80745,"Tormod Knutsen ""Tom"" Mobraaten",M,37.0,,,Canada,CAN,1948 Winter,1948,Winter,Sankt Moritz,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",No Medal
114435,Owen Peter C. Starling,M,26.0,168.0,56.0,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horizontal Bar,No Medal
36980,Gerald Freeman,M,19.0,178.0,62.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Light-Welterweight,No Medal
70946,Elio Locatelli,M,24.0,178.0,74.0,Italy,ITA,1968 Winter,1968,Winter,Grenoble,Speed Skating,"Speed Skating Men's 1,500 metres",No Medal
57803,Noriaki Kasai,M,19.0,176.0,60.0,Japan,JPN,1992 Winter,1992,Winter,Albertville,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",No Medal
63206,Kalevi (Kalev-) Kotkas,M,22.0,194.0,100.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's High Jump,No Medal
44542,Nebiat Habtemariam Measho,F,29.0,159.0,40.0,Eritrea,ERI,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Marathon,No Medal
24315,"Secundino ""Cundi"" Surez Vzquez",M,21.0,172.0,74.0,Spain,ESP,1976 Summer,1976,Summer,Montreal,Football,Football Men's Football,No Medal
8723,Tom Bauer,M,27.0,175.0,79.0,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Diving,Diving Men's Springboard,No Medal
63873,Olena Vitalivna Kravatska,F,24.0,176.0,66.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Individual",No Medal
122367,Ayako Tsubaki,F,28.0,158.0,52.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,No Medal
125981,kos Vereckei,M,26.0,188.0,88.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No Medal
45227,Moreldin Mohamed Hamdi,M,,172.0,76.0,Sudan,SUD,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,No Medal
40631,Nicole Gius,F,21.0,159.0,57.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Giant Slalom,No Medal
130409,Ben Wilden,M,23.0,170.0,61.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Trampolining,Trampolining Men's Individual,No Medal
98871,Carmen Ranigler,F,33.0,166.0,59.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Women's Parallel Giant Slalom,No Medal
90742,Dagmar Palekov-vubov,F,21.0,164.0,54.0,Czechoslovakia,TCH,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,No Medal
20121,Yuliya Vladimirovna Chekalyova,F,30.0,165.0,60.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,No Medal
12840,Yevhen Vasylovych Bohonosiuk,M,22.0,170.0,68.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Floor Exercise,No Medal
37762,Kamghe Gaba,M,20.0,202.0,95.0,Germany,GER,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,No Medal
4101,Andria Suntaque,F,34.0,175.0,65.0,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Football Women's Football,No Medal
79639,Nikolay Mikhaylov,M,60.0,,,Bulgaria,BUL,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Paintings",No Medal
107755,Robert Schurrer,M,22.0,,,France,FRA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
131829,Wu Wenjuan,F,27.0,182.0,73.0,China,CHN,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,No Medal
23312,Samuel Costa,M,21.0,164.0,53.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Nordic Combined,Nordic Combined Men's Team,No Medal
9452,Egon Beiler,M,23.0,164.0,62.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Featherweight, Freestyle",No Medal
77661,"Michael Scott ""Mike"" McKay",M,39.0,192.0,91.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
104035,Akudo Sabi,F,17.0,160.0,58.0,Nigeria,NGR,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,No Medal
91682,Johnson Parker-Smith,M,26.0,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Lacrosse,Lacrosse Men's Lacrosse,Silver
22730,"James ""Jim"" Conroy",M,37.0,179.0,127.0,Ireland,IRL,1980 Summer,1980,Summer,Moskva,Archery,Archery Men's Individual,No Medal
16006,Caroline Buchanan,F,21.0,165.0,68.0,Australia,AUS,2012 Summer,2012,Summer,London,Cycling,Cycling Women's BMX,No Medal
117369,Andrzej Szajna,M,26.0,164.0,56.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,No Medal
27206,Marie Claire Delattre-Demory,F,23.0,172.0,61.0,France,FRA,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No Medal
105149,Daniel Snchez,M,23.0,180.0,100.0,Puerto Rico,PUR,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",No Medal
72600,"Joseph Patrick ""Joe"" Lydon",M,26.0,,60.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Boxing,Boxing Men's Welterweight,Bronze
45669,Alf John Hansen,M,28.0,185.0,85.0,Norway,NOR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Double Sculls,Gold
83262,Arthur Mund,M,29.0,174.0,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Diving,Diving Men's Springboard,No Medal
122580,George Victor Tully,M,21.0,,,Canada,CAN,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's Sabre, Team",No Medal
118816,Pauli Jalmar Tavisalo,M,24.0,176.0,66.5,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 200 metres,No Medal
128789,Alan Kemp Warren,M,36.0,178.0,73.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Two Person Keelboat,Silver
9425,"Annh Inga Desideria ""Ann"" Behrenfors",F,31.0,170.0,59.0,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Individual",No Medal
64203,Georg Richard P. Krog,M,21.0,183.0,80.0,United States,USA,1968 Winter,1968,Winter,Grenoble,Nordic Combined,Nordic Combined Men's Individual,No Medal
76493,Leonel dos Santos Matonse,M,15.0,177.0,66.0,Mozambique,MOZ,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,No Medal
18289,Azenaide Danila Jos Carlos,F,18.0,175.0,69.0,Angola,ANG,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,No Medal
114650,"Adolf ""Ady"" Stefanetti",M,21.0,159.0,60.0,Luxembourg,LUX,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,No Medal
105298,Jorma Alexander Sandelin,M,36.0,183.0,73.0,Finland,FIN,1972 Summer,1972,Summer,Munich,Archery,Archery Men's Individual,No Medal
96795,Robert Prak,M,31.0,,,Czechoslovakia,TCH,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Rope Climbing,No Medal
63087,Klaus Kste,M,25.0,164.0,61.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,Bronze
44278,Wilfredo Guzman,M,25.0,173.0,70.0,Puerto Rico,PUR,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Middleweight,No Medal
71794,Francis Gordon Lowe,M,35.0,,,Great Britain-1,GBR,1920 Summer,1920,Summer,Antwerpen,Tennis,Tennis Mixed Doubles,No Medal
